"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 15 19:32:36 EST 2020","Tue Dec 15 19:32:38 EST 2020","2445","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.DoctorLoginTest","sailotech.com.EzScheduler.TestPages.DoctorLoginTest","TC_02_DoctorLogin","Navigate_homepage_to_DoctorLogin",""
"passed","Thu Dec 24 15:17:45 EST 2020","Thu Dec 24 15:17:54 EST 2020","9572","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","TC_02_Patientlogin","Navigate_homepage_to_PatientLogin",""
"broken","Wed Dec 23 16:22:47 EST 2020","Wed Dec 23 16:22:58 EST 2020","11585","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"passed","Wed Dec 23 08:44:14 EST 2020","Wed Dec 23 08:45:18 EST 2020","63828","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.AdminVerifyTest","sailotech.com.EzScheduler.PositiveTestPages.AdminVerifyTest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"passed","Wed Jan 20 15:43:37 EST 2021","Wed Jan 20 15:43:40 EST 2021","3417","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_06_AdminLogout","To-Logout_from_Adminpage",""
"broken","Thu Feb 04 14:39:12 EST 2021","Thu Feb 04 14:39:12 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerscheduleannAppTest","com.sailotech.ezscheduler.Testpages.ConsumerscheduleannAppTest","afterClass","afterClass",""
"passed","Mon Dec 14 11:53:46 EST 2020","Mon Dec 14 11:53:49 EST 2020","3120","Default suite","Default test","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","sailotech.com.EzScheduler.Test.PatientScheduleAnAppTest","TC_02_Patientlogin","Navigate_homepage_to_PatientLogin",""
"broken","Mon Feb 15 15:35:12 EST 2021","Mon Feb 15 15:35:12 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailTest","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailTest","stopRecording","stopRecording",""
"broken","Fri Dec 25 09:55:27 EST 2020","Fri Dec 25 09:55:41 EST 2020","14360","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"passed","Mon Dec 14 13:16:14 EST 2020","Mon Dec 14 13:16:17 EST 2020","3705","Default suite","Default test","sailotech.com.EzScheduler.Test.GenerateSlotsTest","sailotech.com.EzScheduler.Test.GenerateSlotsTest","TC_02_DoctorLogin","Navigate_homepage_to_DoctorLogin",""
"broken","Fri Jan 15 16:16:44 EST 2021","Fri Jan 15 16:16:44 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Adminverifydoctortest","com.sailotech.ezscheduler.Testpages.Adminverifydoctortest","afterClass","afterClass",""
"passed","Wed Dec 16 18:10:05 EST 2020","Wed Dec 16 18:10:21 EST 2020","15896","Default suite","Default test","sailotech.com.EzScheduler.AdminCredentialspagenew.AdminLoginCredentialsTest","sailotech.com.EzScheduler.AdminCredentialspagenew.AdminLoginCredentialsTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"passed","Mon Jan 11 11:22:41 EST 2021","Mon Jan 11 11:22:51 EST 2021","9576","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerlogintest","com.sailotech.ezscheduler.testpages.Consumerlogintest","TC_02_PatientLogin","Navigate_To_PatientLogin",""
"broken","Mon Jan 25 16:14:17 EST 2021","Mon Jan 25 16:14:17 EST 2021","404","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Mon Dec 14 13:12:44 EST 2020","Mon Dec 14 13:12:48 EST 2020","3700","Default suite","Default test","sailotech.com.EzScheduler.Test.DoctorLoginTest","sailotech.com.EzScheduler.Test.DoctorLoginTest","TC_02_DoctorLogin","Navigate_homepage_to_DoctorLogin",""
"passed","Thu Dec 24 15:22:44 EST 2020","Thu Dec 24 15:22:49 EST 2020","5557","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Adminlogintest","com.sailotech.ezscheduler.login_testpages.Adminlogintest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"broken","Tue Dec 15 19:56:59 EST 2020","Tue Dec 15 19:56:59 EST 2020","19","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.PatientRegistrationTest","sailotech.com.EzScheduler.TestPages.PatientRegistrationTest","TC_02_PatientRegister","Navigate_DoctorRegister",""
"broken","Wed Jan 20 09:36:37 EST 2021","Wed Jan 20 09:36:37 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","afterClass","afterClass",""
"passed","Wed Dec 23 10:51:39 EST 2020","Wed Dec 23 10:51:49 EST 2020","10387","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminlogintest","com.sailotech.ezscheduler.testpages.Adminlogintest","TC_02_adminLogout","Navigate_homepage_to_AdminLogin",""
"passed","Wed Feb 10 13:46:40 EST 2021","Wed Feb 10 13:46:41 EST 2021","1078","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","TC_14_ConsumerCredentialsfrommail","Reading OTPs from consumer Email",""
"passed","Mon Jan 11 11:22:29 EST 2021","Mon Jan 11 11:22:41 EST 2021","12068","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerlogintest","com.sailotech.ezscheduler.testpages.Consumerlogintest","TC_01_Navigate_To_Patient_LoginRegister","Navigate_To_Patient_LoginRegister",""
"broken","Mon Jan 18 11:32:38 EST 2021","Mon Jan 18 11:32:38 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","afterClass","afterClass",""
"passed","Wed Dec 23 08:45:42 EST 2020","Wed Dec 23 08:45:44 EST 2020","1871","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorLoginTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorLoginTest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"passed","Tue Jan 19 17:20:53 EST 2021","Tue Jan 19 17:20:54 EST 2021","502","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailtest","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailtest","TC_05_Provider_LoginCredentials","ProviderCredntials_fromMail",""
"skipped","Mon Feb 15 17:23:17 EST 2021","Mon Feb 15 17:23:17 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderrcancelappointmentsTest","com.sailotech.ezscheduler.Testpages.ProviderrcancelappointmentsTest","TC_04_ProviderLogout","Provider Logout from Ezscheduler Website",""
"broken","Fri Jan 15 18:20:30 EST 2021","Fri Jan 15 18:20:34 EST 2021","4673","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Adminverifydoctortest","com.sailotech.ezscheduler.Testpages.Adminverifydoctortest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"skipped","Thu Jan 21 16:14:56 EST 2021","Thu Jan 21 16:14:56 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_04_ProviderLogout","Provider Logout from Ezscheduler Website",""
"passed","Mon Jan 18 11:43:22 EST 2021","Mon Jan 18 11:45:55 EST 2021","153258","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","com.sailotech.ezscheduler.Testpages.Providergenerateslotstest","TC_03_To_GenerateSlots","To_GenerateSlots",""
"passed","Wed Dec 23 10:49:55 EST 2020","Wed Dec 23 10:51:39 EST 2020","104110","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminlogintest","com.sailotech.ezscheduler.testpages.Adminlogintest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"skipped","Wed Feb 10 10:48:16 EST 2021","Wed Feb 10 10:48:16 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorsTest","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorsTest","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"broken","Sun Jan 10 12:08:48 EST 2021","Sun Jan 10 12:08:48 EST 2021","1","SmokeTest","SmokeTest","com.sailotech.ezscheduler.login_testpages.Providerlogintest","com.sailotech.ezscheduler.login_testpages.Providerlogintest","afterClass","afterClass",""
"passed","Tue Jan 26 11:17:50 EST 2021","Tue Jan 26 11:18:00 EST 2021","10464","Default suite","Default test","com.sailotech.ezscheduler.Testpages.CustomerloginTest1","com.sailotech.ezscheduler.Testpages.CustomerloginTest1","TC_12_ConsumerLogin","Navigate To Patient Login page",""
"passed","Wed Feb 17 11:44:03 EST 2021","Wed Feb 17 11:44:12 EST 2021","8792","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Consumerregistration_test","com.sailotech.testautomation.ezscheduler.tests.Consumerregistration_test","TC_15_Consumer_OTP","Entering OTP in that OTP field and verifing that OTP, once enter the OTP, it navigate to consumer  Login page",""
"passed","Wed Dec 16 18:24:33 EST 2020","Wed Dec 16 18:24:37 EST 2020","3886","Default suite","Default test","sailotech.com.EzScheduler.ReadingMail.PatientOTPCredentials","sailotech.com.EzScheduler.ReadingMail.PatientOTPCredentials","TC01_ReadMail","TC01_ReadMail",""
"passed","Wed Jan 20 09:50:54 EST 2021","Wed Jan 20 09:50:58 EST 2021","3817","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialstest","TC_11_DoctorLogout","To_Logout_from_DoctorPage",""
"skipped","Mon Jan 25 16:14:18 EST 2021","Mon Jan 25 16:14:18 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","com.sailotech.ezscheduler.Testpages.AdminUnverifiedDoctorTest1","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"passed","Thu Jan 21 09:56:16 EST 2021","Thu Jan 21 09:56:40 EST 2021","23777","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_01_DoctorRegistration","DoctorRegistration",""
"passed","Thu Jan 21 16:18:34 EST 2021","Thu Jan 21 16:18:57 EST 2021","22829","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_01_ProviderRegistration","Provider Registering in EzScheduler Website",""
"passed","Wed Dec 23 07:58:30 EST 2020","Wed Dec 23 08:00:01 EST 2020","90689","SmokeTest","SmokeTest","sailotech.com.EzScheduler.NegativeTestPages.DoctorLoginCredentialsTest","sailotech.com.EzScheduler.NegativeTestPages.DoctorLoginCredentialsTest","TC_02_DoctorLogin","Navigate_homepage_to_DoctorLogin",""
"passed","Mon Dec 14 13:18:25 EST 2020","Mon Dec 14 13:19:41 EST 2020","75965","Default suite","Default test","sailotech.com.EzScheduler.Test.DoctorRegistrationTest","sailotech.com.EzScheduler.Test.DoctorRegistrationTest","TC_01_navigate_homepage_to_DoctorRegister","Navigate_homepage_to_DoctorLoginRegister",""
"passed","Tue Jan 19 11:16:45 EST 2021","Tue Jan 19 11:16:54 EST 2021","8957","Default suite","Default test","com.sailotech.ezscheduler.Implpages.Consumercredentialsfrommail","com.sailotech.ezscheduler.Implpages.Consumercredentialsfrommail","TC01_ReadMail","TC01_ReadMail",""
"passed","Sun Jan 10 22:35:36 EST 2021","Sun Jan 10 22:35:41 EST 2021","4981","SmokeTest","SmokeTest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","TC_01_Navigate_To_Patient_LoginRegister","Navigate_To_Patient_LoginRegister",""
"passed","Mon Dec 14 13:03:59 EST 2020","Mon Dec 14 13:04:05 EST 2020","5135","Default suite","Default test","sailotech.com.EzScheduler.Test.AdminCredentialsTest","sailotech.com.EzScheduler.Test.AdminCredentialsTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"broken","Mon Feb 08 15:59:34 EST 2021","Mon Feb 08 15:59:58 EST 2021","24479","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminFullFlowTest","com.sailotech.ezscheduler.Testpages.AdminFullFlowTest","TC_09_AdminVerifyDoctor","After Provider Registered in EzScheduler Admin is Verifying the Unverified Doctors",""
"passed","Fri Jan 15 14:08:00 EST 2021","Fri Jan 15 14:08:06 EST 2021","5109","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","TC_01_Navigate_to_AdminLoginRegister","Navigate_to_AdminLoginRegister",""
"skipped","Thu Jan 21 16:19:38 EST 2021","Thu Jan 21 16:19:38 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_04_ProviderLogout","Provider Logout from Ezscheduler Website",""
"passed","Mon Jan 25 15:56:40 EST 2021","Mon Jan 25 15:56:56 EST 2021","15796","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminloginTest1","com.sailotech.ezscheduler.Testpages.AdminloginTest1","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"broken","Thu Dec 17 17:11:47 EST 2020","Thu Dec 17 17:14:50 EST 2020","182848","Default suite","Default test","sailotech.com.EzScheduler.PositiveTestPages.DoctorCancelAppointmentsTest","sailotech.com.EzScheduler.PositiveTestPages.DoctorCancelAppointmentsTest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"passed","Mon Dec 14 13:12:42 EST 2020","Mon Dec 14 13:12:44 EST 2020","2023","Default suite","Default test","sailotech.com.EzScheduler.Test.DoctorLoginTest","sailotech.com.EzScheduler.Test.DoctorLoginTest","TC_01_navigate_homepage_to_Doctor_login","Navigate_homepage_to_Doctor_loginRegister",""
"passed","Sun Dec 13 09:18:18 EST 2020","Sun Dec 13 09:18:21 EST 2020","3199","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","TC_01_navigate_homepage_to_PatientRegister","Navigate_homepage_to_PatientLoginRegister",""
"broken","Sat Dec 12 19:39:38 EST 2020","Sat Dec 12 19:39:38 EST 2020","1","PatientRegistration","PatientRegistration","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","beforeClass","beforeClass",""
"broken","Thu Jan 07 18:41:20 EST 2021","Thu Jan 07 18:41:20 EST 2021","0","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","stopRecording","stopRecording",""
"passed","Mon Dec 14 13:20:55 EST 2020","Mon Dec 14 13:21:07 EST 2020","12476","Default suite","Default test","sailotech.com.EzScheduler.Test.PatientTest","sailotech.com.EzScheduler.Test.PatientTest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"passed","Thu Jan 14 17:47:49 EST 2021","Thu Jan 14 17:47:52 EST 2021","3371","DoctorSuite","DoctorSuite","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","com.sailotech.ezscheduler.Testpages.Providerrregistrationtest","TC_01_navigate_To_DoctorLoginRegister","Navigate_To_DoctorLoginRegister",""
"passed","Mon Dec 14 09:50:44 EST 2020","Mon Dec 14 09:51:03 EST 2020","18247","Default suite","Default test","sailotech.com.AdminCredentialspage.AdminCredentialsTest","sailotech.com.AdminCredentialspage.AdminCredentialsTest","TC_01_navigate_homepage_to_admin_login","Navigate_homepage_to_Admin_loginRegister",""
"broken","Mon Feb 15 17:22:50 EST 2021","Mon Feb 15 17:23:16 EST 2021","25668","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderrcancelappointmentsTest","com.sailotech.ezscheduler.Testpages.ProviderrcancelappointmentsTest","TC_07_ProviderCancelAn_AppointmentsOrSlots","Provider Cancel or block all the slots",""
"passed","Mon Dec 14 13:04:05 EST 2020","Mon Dec 14 13:04:30 EST 2020","24804","Default suite","Default test","sailotech.com.EzScheduler.Test.AdminCredentialsTest","sailotech.com.EzScheduler.Test.AdminCredentialsTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"passed","Sun Jan 10 22:31:00 EST 2021","Sun Jan 10 22:31:07 EST 2021","6889","SmokeTest","SmokeTest","com.sailotech.ezscheduler.login_testpages.Adminlogintest","com.sailotech.ezscheduler.login_testpages.Adminlogintest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"passed","Fri Jan 29 16:37:36 EST 2021","Fri Jan 29 16:37:41 EST 2021","5442","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminUnverfiedtest","com.sailotech.ezscheduler.Testpages.AdminUnverfiedtest","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"broken","Wed Dec 23 16:24:56 EST 2020","Wed Dec 23 16:25:08 EST 2020","11547","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Patientlogintest","com.sailotech.ezscheduler.login_testpages.Patientlogintest","TC_01_navigate_homepage_to_Patient_login","Navigate_homepage_to_Patient_loginRegister",""
"passed","Fri Jan 29 16:50:33 EST 2021","Fri Jan 29 16:50:36 EST 2021","3573","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Verifieddoctest","com.sailotech.ezscheduler.Testpages.Verifieddoctest","TC_11_Admin_VerifyDoctor_negativescenarios","Admin checking Verified Doctor details (Negativescenarios)",""
"broken","Mon Jan 25 16:10:38 EST 2021","Mon Jan 25 16:10:38 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctorsTest1","afterClass","afterClass",""
"skipped","Mon Jan 25 10:54:00 EST 2021","Mon Jan 25 10:54:00 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctors1","com.sailotech.ezscheduler.Testpages.AdminVerifieddoctors1","TC_11_Admin_VerifyDoctor_negativescenarios","Admin checking Verified Doctor details (Negativescenarios)",""
"broken","Wed Dec 23 23:15:12 EST 2020","Wed Dec 23 23:15:12 EST 2020","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","com.sailotech.ezscheduler.testpages.AdminVerifydoctortest","stopRecording","stopRecording",""
"passed","Tue Jan 19 11:37:43 EST 2021","Tue Jan 19 11:37:49 EST 2021","6032","Default suite","Default test","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","TC01_ReadMail","TC01_ReadMail",""
"passed","Mon Feb 15 14:36:51 EST 2021","Mon Feb 15 14:36:56 EST 2021","5507","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialsTest","com.sailotech.ezscheduler.Testpages.ProviderRegistrationCredentialsTest","TC_02_Providercredentials_frommail","Reading Provider Credentials from mail",""
"passed","Tue Dec 15 10:49:18 EST 2020","Tue Dec 15 10:49:23 EST 2020","4407","Default suite","Default test","sailotech.com.EzScheduler.ReadingMail.ReadMails","sailotech.com.EzScheduler.ReadingMail.ReadMails","TC01_ReadMail","TC01_ReadMail",""
"broken","Mon Feb 15 16:10:45 EST 2021","Mon Feb 15 16:10:45 EST 2021","2","Default suite","Default test","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","com.sailotech.ezscheduler.Implpages.Providercredentialsfrommail","ProviderCredentialsfrommail","ProviderCredentialsfrommail",""
"broken","Sat Dec 12 16:01:08 EST 2020","Sat Dec 12 16:01:08 EST 2020","0","AdminLogin","AdminLogin","sailotech.com.EzSchedulerAdminpages.AdminTest","sailotech.com.EzSchedulerAdminpages.AdminTest","beforeClass","beforeClass",""
"broken","Tue Jan 26 16:56:03 EST 2021","Tue Jan 26 16:56:03 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","com.sailotech.ezscheduler.Testpages.ConsumerRegistrationTest","afterClass","afterClass",""
"skipped","Wed Dec 23 16:23:03 EST 2020","Wed Dec 23 16:23:03 EST 2020","0","Default suite","Default test","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","com.sailotech.ezscheduler.login_testpages.Consumerlogintest","TC_02_DoctorLogin","Navigate_homepage_to_DoctorLogin",""
"passed","Thu Feb 18 09:52:57 EST 2021","Thu Feb 18 09:53:04 EST 2021","6799","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Admincreateprovider_test","com.sailotech.testautomation.ezscheduler.tests.Admincreateprovider_test","TC_08_Navigate_to_AdminLogin","Navigate to Admin Login page",""
"passed","Sun Jan 10 22:33:09 EST 2021","Sun Jan 10 22:33:15 EST 2021","6106","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","com.sailotech.ezscheduler.testpages.Providergenerateslotstest","TC_01_Navigate_To_DoctorLoginRegister","Navigate_To_DoctorLoginRegister",""
"broken","Fri Jan 08 11:43:03 EST 2021","Fri Jan 08 11:43:03 EST 2021","1","Default suite","Default test","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","com.sailotech.ezscheduler.testpages.Consumerregistrationtest","appendFinalHTMLReport","appendFinalHTMLReport",""
"passed","Sun Jan 10 22:31:31 EST 2021","Sun Jan 10 22:31:39 EST 2021","7181","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_02_Navigate_to_AdminLogin","Navigate_to_AdminLogin",""
"broken","Wed Dec 23 23:03:52 EST 2020","Wed Dec 23 23:04:03 EST 2020","10602","Default suite","Default test","sailotech.com.EzScheduler.NegativeTestPages.AdminLoginCredentialsTest","sailotech.com.EzScheduler.NegativeTestPages.AdminLoginCredentialsTest","TC_02_adminverifyDoctor","Navigate_homepage_to_AdminLogin",""
"skipped","Mon Dec 14 13:28:02 EST 2020","Mon Dec 14 13:28:02 EST 2020","0","Default suite","Default test","sailotech.com.EzScheduler.Test.PatientRegistrationTest","sailotech.com.EzScheduler.Test.PatientRegistrationTest","TC_02_PatientRegister","Navigate_DoctorRegister",""
"passed","Mon Feb 15 10:29:49 EST 2021","Mon Feb 15 10:30:00 EST 2021","10731","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ConsumerloginTest","com.sailotech.ezscheduler.Testpages.ConsumerloginTest","TC_12_ConsumerLogin","Navigate To Patient Login page",""
"passed","Wed Jan 20 15:08:02 EST 2021","Wed Jan 20 15:08:08 EST 2021","6152","AdminSuite","AdminSuite","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","com.sailotech.ezscheduler.Testpages.AdminverDoctornegativescenariostest","TC_08_AdminLogout","To-Logout_from_Adminpage",""
"skipped","Thu Feb 18 09:49:06 EST 2021","Thu Feb 18 09:49:06 EST 2021","1","Default suite","Default test","com.sailotech.testautomation.ezscheduler.tests.Admincreateprovider_test","com.sailotech.testautomation.ezscheduler.tests.Admincreateprovider_test","TC_10_AdminLogout","Admin Logout from EzScheduler Website",""
"broken","Tue Dec 15 18:41:03 EST 2020","Tue Dec 15 18:41:20 EST 2020","17639","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.DoctorRegistrationTest","sailotech.com.EzScheduler.TestPages.DoctorRegistrationTest","TC_01_navigate_homepage_to_DoctorRegister","Navigate_homepage_to_DoctorLoginRegister",""
"skipped","Fri Jan 08 09:36:16 EST 2021","Fri Jan 08 09:36:16 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","com.sailotech.ezscheduler.testpages.AdminVerfiedDoctortest","TC_07_AdminVerifyDoctor","Admin_CheckVerifyDoctor",""
"passed","Wed Jan 20 15:42:37 EST 2021","Wed Jan 20 15:43:37 EST 2021","59886","Default suite","Default test","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","com.sailotech.ezscheduler.Testpages.AdminverifyUnverifiedDoctortest","TC_05_AdminVerifyDoctor","Admin_VerifyDoctor",""
"broken","Wed Jan 13 09:59:56 EST 2021","Wed Jan 13 09:59:56 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.Testpages.Adminlogintest","com.sailotech.ezscheduler.Testpages.Adminlogintest","afterClass","afterClass",""
"skipped","Tue Dec 15 21:29:22 EST 2020","Tue Dec 15 21:29:22 EST 2020","0","SmokeTest","SmokeTest","sailotech.com.EzScheduler.TestPages.AdminCredentialsTest","sailotech.com.EzScheduler.TestPages.AdminCredentialsTest","TC_02_adminlogin","Navigate_homepage_to_AdminLogin",""
"skipped","Wed Dec 23 08:50:35 EST 2020","Wed Dec 23 08:50:35 EST 2020","1","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PositiveTestPages.PatientScheduleAnAppTest","sailotech.com.EzScheduler.PositiveTestPages.PatientScheduleAnAppTest","TC_03_PatientLogout","patientLogout",""
"broken","Sat Dec 12 15:42:17 EST 2020","Sat Dec 12 15:42:17 EST 2020","0","PatientLogin","PatientLogin","sailotech.com.EzScheduler.PatientPages.PatientTest","sailotech.com.EzScheduler.PatientPages.PatientTest","beforeClass","beforeClass",""
"skipped","Fri Jan 08 09:39:13 EST 2021","Fri Jan 08 09:39:13 EST 2021","0","Default suite","Default test","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_04_AdminLogout","To-Logout_from_Adminpage",""
"passed","Wed Jan 20 09:31:06 EST 2021","Wed Jan 20 09:31:12 EST 2021","6656","Default suite","Default test","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailtest","com.sailotech.ezscheduler.Testpages.ProviderCredentialsfromMailtest","ProviderCredentials_FromMail","ProviderCredntials_fromMail",""
"passed","Sun Dec 13 09:18:21 EST 2020","Sun Dec 13 09:18:33 EST 2020","12050","SmokeTest","SmokeTest","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","sailotech.com.EzScheduler.PatientRegistration.PatientRegistrationTest","TC_02_PatientRegister","Navigate_DoctorRegister",""
"passed","Sun Jan 10 22:32:07 EST 2021","Sun Jan 10 22:32:10 EST 2021","3305","SmokeTest","SmokeTest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","com.sailotech.ezscheduler.testpages.Adminverifydoctortest","TC_06_AdminLogout","To-Logout_from_Adminpage",""
